state,district,village,scheme,allocated_fund,used_fund,year,work_type
Uttar Pradesh,Ghaziabad,Bhojpur,Jal Jeevan Mission,3285928,1834188,2022-2023,Livelihood
Uttar Pradesh,Noida,Dadri,Jal Jeevan Mission,3780994,3115787,2023-2024,Sanitation
Uttar Pradesh,Bulandshahr,Muradnagar Village,Swachh Bharat,2784425,1310481,2022-2023,Water Supply
Uttar Pradesh,Hapur,Dadri,MGNREGA,1626779,540509,2024-2025,Housing
Uttar Pradesh,Meerut,Garhmukteshwar,Swachh Bharat,1742855,1253058,2024-2025,Livelihood
Uttar Pradesh,Bulandshahr,Behrampur,MGNREGA,2276273,1974278,2022-2023,Road Construction
Uttar Pradesh,Bulandshahr,Dadri,MGNREGA,3411910,2045411,2022-2023,Housing
Uttar Pradesh,Meerut,Chhapraula,MGNREGA,1035423,634815,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Dasna,Jal Jeevan Mission,1526080,457539,2023-2024,Water Supply
Uttar Pradesh,Hapur,Behrampur,Jal Jeevan Mission,4370099,2310866,2022-2023,Livelihood
Uttar Pradesh,Bulandshahr,Loni Dehat,PMAY-G,946549,405019,2022-2023,Road Construction
Uttar Pradesh,Meerut,Muradnagar Village,NRLM,1440772,457652,2024-2025,Road Construction
Uttar Pradesh,Ghaziabad,Noorpur,MGNREGA,4879115,1342663,2024-2025,Sanitation
Uttar Pradesh,Hapur,Khoda,MGNREGA,2647095,2616003,2024-2025,Road Construction
Uttar Pradesh,Ghaziabad,Chhapraula,PMAY-G,1697992,807272,2024-2025,Water Supply
Uttar Pradesh,Meerut,Dadri,NRLM,3759227,3555111,2023-2024,Sanitation
Uttar Pradesh,Noida,Garhmukteshwar,Swachh Bharat,1453021,398826,2023-2024,Road Construction
Uttar Pradesh,Bulandshahr,Dadri,Jal Jeevan Mission,3386216,2790789,2024-2025,Sanitation
Uttar Pradesh,Noida,Muradnagar Village,Jal Jeevan Mission,3074792,1723819,2024-2025,Road Construction
Uttar Pradesh,Hapur,Sikandrabad,NRLM,4915116,283502,2024-2025,Housing
Uttar Pradesh,Bulandshahr,Kavi Nagar,Swachh Bharat,1071885,416018,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Garhmukteshwar,NRLM,4627753,2871332,2024-2025,Water Supply
Uttar Pradesh,Ghaziabad,Dhaulana,PMAY-G,1514882,1030041,2024-2025,Housing
Uttar Pradesh,Meerut,Khoda,MGNREGA,3198605,459110,2024-2025,Water Supply
Uttar Pradesh,Meerut,Chhapraula,Jal Jeevan Mission,4849573,4380573,2022-2023,Water Supply
Uttar Pradesh,Bulandshahr,Muradnagar Village,PMAY-G,2612932,666347,2022-2023,Livelihood
Uttar Pradesh,Ghaziabad,Khoda,NRLM,3793789,3222994,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Dhaulana,NRLM,1979575,1300064,2023-2024,Housing
Uttar Pradesh,Hapur,Sikandrabad,PMAY-G,3197268,1990773,2022-2023,Livelihood
Uttar Pradesh,Bulandshahr,Chhapraula,MGNREGA,2922978,2646140,2023-2024,Water Supply
Uttar Pradesh,Bulandshahr,Loni Dehat,NRLM,2255774,739735,2024-2025,Housing
Uttar Pradesh,Noida,Chhapraula,PMAY-G,1062478,897629,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Dadri,MGNREGA,1650648,958678,2022-2023,Livelihood
Uttar Pradesh,Hapur,Loni Dehat,MGNREGA,3622468,973669,2023-2024,Water Supply
Uttar Pradesh,Hapur,Dadri,Swachh Bharat,1364928,405847,2023-2024,Water Supply
Uttar Pradesh,Noida,Modinagar Rural,Swachh Bharat,3511341,682640,2022-2023,Livelihood
Uttar Pradesh,Ghaziabad,Garhmukteshwar,MGNREGA,3966687,3115755,2024-2025,Road Construction
Uttar Pradesh,Bulandshahr,Sikandrabad,Jal Jeevan Mission,2249912,2139124,2023-2024,Sanitation
Uttar Pradesh,Meerut,Dadri,Jal Jeevan Mission,719354,504894,2023-2024,Sanitation
Uttar Pradesh,Noida,Kavi Nagar,MGNREGA,1812877,543470,2022-2023,Road Construction
Uttar Pradesh,Ghaziabad,Dasna,MGNREGA,3320791,1308272,2024-2025,Livelihood
Uttar Pradesh,Noida,Loni Dehat,Swachh Bharat,4984994,1510965,2024-2025,Sanitation
Uttar Pradesh,Meerut,Dadri,NRLM,3383405,593631,2022-2023,Housing
Uttar Pradesh,Noida,Dasna,Swachh Bharat,3821126,924470,2022-2023,Road Construction
Uttar Pradesh,Ghaziabad,Dadri,Jal Jeevan Mission,2920992,2682126,2022-2023,Water Supply
Uttar Pradesh,Meerut,Behrampur,Jal Jeevan Mission,3750903,906475,2023-2024,Housing
Uttar Pradesh,Noida,Garhmukteshwar,PMAY-G,3881970,482990,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Dadri,Swachh Bharat,2668592,2017007,2023-2024,Livelihood
Uttar Pradesh,Hapur,Noorpur,Jal Jeevan Mission,4911541,979505,2022-2023,Water Supply
Uttar Pradesh,Bulandshahr,Garhmukteshwar,NRLM,4812846,3014456,2022-2023,Water Supply
Uttar Pradesh,Noida,Modinagar Rural,NRLM,4298538,337840,2023-2024,Water Supply
Uttar Pradesh,Noida,Khoda,NRLM,3024352,2496798,2022-2023,Water Supply
Uttar Pradesh,Hapur,Garhmukteshwar,NRLM,4120937,2575100,2022-2023,Livelihood
Uttar Pradesh,Ghaziabad,Bhojpur,NRLM,3905525,3332699,2022-2023,Water Supply
Uttar Pradesh,Bulandshahr,Dadri,MGNREGA,618094,309169,2024-2025,Sanitation
Uttar Pradesh,Hapur,Pilkhuwa,MGNREGA,2271734,551409,2022-2023,Livelihood
Uttar Pradesh,Meerut,Bhojpur,Jal Jeevan Mission,1280265,477378,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Khoda,NRLM,2717148,502848,2023-2024,Road Construction
Uttar Pradesh,Ghaziabad,Dadri,NRLM,3416696,2356679,2023-2024,Livelihood
Uttar Pradesh,Meerut,Pilkhuwa,Jal Jeevan Mission,2144356,1080367,2023-2024,Sanitation
Uttar Pradesh,Noida,Garhmukteshwar,Swachh Bharat,1383410,656231,2022-2023,Water Supply
Uttar Pradesh,Bulandshahr,Muradnagar Village,MGNREGA,4532827,1286388,2023-2024,Housing
Uttar Pradesh,Bulandshahr,Dhaulana,Jal Jeevan Mission,3782313,960925,2023-2024,Water Supply
Uttar Pradesh,Ghaziabad,Khoda,NRLM,2312854,994019,2022-2023,Road Construction
Uttar Pradesh,Bulandshahr,Dadri,MGNREGA,3226607,681534,2023-2024,Livelihood
Uttar Pradesh,Ghaziabad,Kavi Nagar,NRLM,1169113,1042783,2022-2023,Livelihood
Uttar Pradesh,Noida,Muradnagar Village,Jal Jeevan Mission,2434940,1023449,2024-2025,Road Construction
Uttar Pradesh,Meerut,Modinagar Rural,MGNREGA,1996497,379874,2024-2025,Water Supply
Uttar Pradesh,Noida,Bhojpur,MGNREGA,2376646,1109155,2024-2025,Housing
Uttar Pradesh,Noida,Khoda,NRLM,1991094,1974837,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Dadri,MGNREGA,2265966,394326,2023-2024,Road Construction
Uttar Pradesh,Hapur,Modinagar Rural,Jal Jeevan Mission,1663377,1434559,2022-2023,Water Supply
Uttar Pradesh,Noida,Chhapraula,Swachh Bharat,2421627,1461995,2024-2025,Sanitation
Uttar Pradesh,Noida,Chhapraula,NRLM,2091491,1742998,2024-2025,Livelihood
Uttar Pradesh,Meerut,Bhojpur,MGNREGA,1953881,450216,2024-2025,Water Supply
Uttar Pradesh,Bulandshahr,Kavi Nagar,Jal Jeevan Mission,2926598,1304677,2022-2023,Road Construction
Uttar Pradesh,Meerut,Chhapraula,PMAY-G,3907072,2753428,2024-2025,Sanitation
Uttar Pradesh,Hapur,Garhmukteshwar,Swachh Bharat,1255220,1188790,2024-2025,Livelihood
Uttar Pradesh,Bulandshahr,Dadri,Jal Jeevan Mission,3422776,333177,2024-2025,Livelihood
Uttar Pradesh,Meerut,Chhapraula,Jal Jeevan Mission,597659,310300,2023-2024,Livelihood
Uttar Pradesh,Noida,Modinagar Rural,Swachh Bharat,3358660,1744184,2022-2023,Water Supply
Uttar Pradesh,Ghaziabad,Muradnagar Village,Jal Jeevan Mission,1846126,481950,2022-2023,Water Supply
Uttar Pradesh,Noida,Pilkhuwa,NRLM,3386919,238733,2022-2023,Water Supply
Uttar Pradesh,Noida,Noorpur,NRLM,872169,759926,2023-2024,Road Construction
Uttar Pradesh,Noida,Modinagar Rural,Jal Jeevan Mission,4584966,3979325,2024-2025,Water Supply
Uttar Pradesh,Meerut,Bhojpur,Jal Jeevan Mission,3089760,1058496,2024-2025,Livelihood
Uttar Pradesh,Bulandshahr,Muradnagar Village,Jal Jeevan Mission,2652364,967486,2024-2025,Livelihood
Uttar Pradesh,Meerut,Loni Dehat,PMAY-G,1543938,1455350,2022-2023,Livelihood
Uttar Pradesh,Bulandshahr,Modinagar Rural,Swachh Bharat,4747436,2657956,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Muradnagar Village,PMAY-G,2015648,1771530,2022-2023,Housing
Uttar Pradesh,Meerut,Garhmukteshwar,Jal Jeevan Mission,3225510,2007829,2022-2023,Livelihood
Uttar Pradesh,Hapur,Khoda,Swachh Bharat,1257071,1192095,2022-2023,Road Construction
Uttar Pradesh,Ghaziabad,Dasna,Swachh Bharat,555797,235990,2024-2025,Livelihood
Uttar Pradesh,Meerut,Chhapraula,MGNREGA,1414541,402380,2024-2025,Housing
Uttar Pradesh,Hapur,Modinagar Rural,Swachh Bharat,1095983,1018712,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Dasna,Swachh Bharat,3088963,2217014,2023-2024,Housing
Uttar Pradesh,Meerut,Dasna,NRLM,1265680,485273,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Dhaulana,Swachh Bharat,2370582,330001,2023-2024,Water Supply
Uttar Pradesh,Hapur,Khoda,MGNREGA,2023287,1325000,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Dhaulana,NRLM,4289319,3205126,2024-2025,Water Supply
Uttar Pradesh,Meerut,Sikandrabad,Swachh Bharat,3011759,1103275,2023-2024,Livelihood
Uttar Pradesh,Noida,Loni Dehat,Jal Jeevan Mission,4208070,3659484,2023-2024,Water Supply
Uttar Pradesh,Hapur,Sikandrabad,Jal Jeevan Mission,1493612,678477,2022-2023,Sanitation
Uttar Pradesh,Noida,Muradnagar Village,Swachh Bharat,2803944,938665,2024-2025,Water Supply
Uttar Pradesh,Ghaziabad,Kavi Nagar,NRLM,2489487,1357341,2023-2024,Housing
Uttar Pradesh,Meerut,Modinagar Rural,NRLM,4426479,2329280,2024-2025,Road Construction
Uttar Pradesh,Meerut,Dasna,Swachh Bharat,3051431,766239,2024-2025,Housing
Uttar Pradesh,Bulandshahr,Loni Dehat,PMAY-G,3363436,3237236,2023-2024,Water Supply
Uttar Pradesh,Ghaziabad,Dadri,NRLM,4399161,2857161,2023-2024,Sanitation
Uttar Pradesh,Noida,Modinagar Rural,MGNREGA,2795933,956915,2024-2025,Sanitation
Uttar Pradesh,Hapur,Dadri,NRLM,3571617,568794,2023-2024,Livelihood
Uttar Pradesh,Hapur,Chhapraula,Jal Jeevan Mission,2011759,399088,2024-2025,Water Supply
Uttar Pradesh,Noida,Garhmukteshwar,Swachh Bharat,3645594,435120,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Garhmukteshwar,Jal Jeevan Mission,4898432,4730408,2023-2024,Road Construction
Uttar Pradesh,Bulandshahr,Loni Dehat,Jal Jeevan Mission,523211,341759,2024-2025,Water Supply
Uttar Pradesh,Noida,Dasna,PMAY-G,3963350,2322692,2024-2025,Water Supply
Uttar Pradesh,Bulandshahr,Garhmukteshwar,NRLM,798782,217665,2024-2025,Water Supply
Uttar Pradesh,Bulandshahr,Bhojpur,Swachh Bharat,2426878,1068108,2022-2023,Livelihood
Uttar Pradesh,Noida,Sikandrabad,Jal Jeevan Mission,1948833,372767,2022-2023,Water Supply
Uttar Pradesh,Bulandshahr,Noorpur,NRLM,3296719,2776296,2023-2024,Road Construction
Uttar Pradesh,Meerut,Modinagar Rural,Swachh Bharat,4055689,466697,2022-2023,Livelihood
Uttar Pradesh,Ghaziabad,Dhaulana,Jal Jeevan Mission,4058001,3208127,2023-2024,Water Supply
Uttar Pradesh,Noida,Dhaulana,PMAY-G,3003314,1395444,2023-2024,Livelihood
Uttar Pradesh,Hapur,Muradnagar Village,NRLM,906299,847131,2023-2024,Sanitation
Uttar Pradesh,Meerut,Noorpur,Swachh Bharat,652009,533557,2022-2023,Livelihood
Uttar Pradesh,Meerut,Modinagar Rural,MGNREGA,1625808,1097788,2023-2024,Livelihood
Uttar Pradesh,Meerut,Pilkhuwa,Swachh Bharat,2586560,1191783,2024-2025,Road Construction
Uttar Pradesh,Meerut,Pilkhuwa,Swachh Bharat,4567258,4423845,2023-2024,Sanitation
Uttar Pradesh,Meerut,Chhapraula,PMAY-G,3038201,476435,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Dadri,PMAY-G,1688547,1467425,2022-2023,Water Supply
Uttar Pradesh,Ghaziabad,Khoda,MGNREGA,1509099,512332,2023-2024,Housing
Uttar Pradesh,Hapur,Dasna,Jal Jeevan Mission,3344989,1869967,2023-2024,Water Supply
Uttar Pradesh,Meerut,Garhmukteshwar,Jal Jeevan Mission,1243995,848010,2024-2025,Road Construction
Uttar Pradesh,Ghaziabad,Behrampur,PMAY-G,648351,536101,2022-2023,Sanitation
Uttar Pradesh,Meerut,Chhapraula,NRLM,4935491,1921097,2024-2025,Road Construction
Uttar Pradesh,Bulandshahr,Dhaulana,PMAY-G,4868356,2838580,2022-2023,Water Supply
Uttar Pradesh,Meerut,Dadri,NRLM,2769419,1625648,2024-2025,Road Construction
Uttar Pradesh,Ghaziabad,Sikandrabad,MGNREGA,1779550,852968,2024-2025,Water Supply
Uttar Pradesh,Meerut,Behrampur,Swachh Bharat,3598401,216949,2023-2024,Road Construction
Uttar Pradesh,Meerut,Modinagar Rural,NRLM,2772211,1212596,2022-2023,Sanitation
Uttar Pradesh,Noida,Modinagar Rural,MGNREGA,1711334,643073,2023-2024,Sanitation
Uttar Pradesh,Meerut,Pilkhuwa,PMAY-G,2141295,1919642,2024-2025,Water Supply
Uttar Pradesh,Bulandshahr,Bhojpur,MGNREGA,4695607,554413,2023-2024,Road Construction
Uttar Pradesh,Meerut,Dadri,Swachh Bharat,3411176,1763931,2023-2024,Sanitation
Uttar Pradesh,Meerut,Muradnagar Village,Swachh Bharat,1712662,982225,2022-2023,Water Supply
Uttar Pradesh,Bulandshahr,Loni Dehat,PMAY-G,3493376,1160680,2022-2023,Road Construction
Uttar Pradesh,Meerut,Chhapraula,MGNREGA,4702211,977180,2023-2024,Road Construction
Uttar Pradesh,Noida,Dasna,Swachh Bharat,2555107,1618529,2022-2023,Water Supply
Uttar Pradesh,Noida,Dasna,PMAY-G,3407301,562619,2023-2024,Sanitation
Uttar Pradesh,Noida,Garhmukteshwar,PMAY-G,2508394,454399,2022-2023,Livelihood
Uttar Pradesh,Ghaziabad,Behrampur,NRLM,792562,600249,2023-2024,Road Construction
Uttar Pradesh,Meerut,Dasna,PMAY-G,2298590,1072593,2023-2024,Road Construction
Uttar Pradesh,Bulandshahr,Noorpur,Swachh Bharat,4433314,1495860,2022-2023,Sanitation
Uttar Pradesh,Hapur,Garhmukteshwar,Swachh Bharat,1123525,993308,2023-2024,Water Supply
Uttar Pradesh,Noida,Dhaulana,NRLM,3140148,459537,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Noorpur,NRLM,1011247,497503,2024-2025,Housing
Uttar Pradesh,Noida,Garhmukteshwar,Swachh Bharat,3220575,2251795,2022-2023,Water Supply
Uttar Pradesh,Meerut,Dhaulana,MGNREGA,4532850,2917920,2022-2023,Road Construction
Uttar Pradesh,Meerut,Behrampur,Swachh Bharat,3781673,3731003,2023-2024,Water Supply
Uttar Pradesh,Meerut,Loni Dehat,NRLM,4259832,300476,2022-2023,Livelihood
Uttar Pradesh,Bulandshahr,Dasna,MGNREGA,3933716,1284893,2023-2024,Water Supply
Uttar Pradesh,Noida,Chhapraula,Swachh Bharat,4635340,1293525,2023-2024,Livelihood
Uttar Pradesh,Hapur,Dasna,Jal Jeevan Mission,2158581,714215,2023-2024,Water Supply
Uttar Pradesh,Noida,Khoda,Jal Jeevan Mission,1765403,862636,2022-2023,Water Supply
Uttar Pradesh,Noida,Modinagar Rural,NRLM,591982,236987,2022-2023,Housing
Uttar Pradesh,Meerut,Chhapraula,PMAY-G,4789804,4194072,2024-2025,Livelihood
Uttar Pradesh,Bulandshahr,Muradnagar Village,Jal Jeevan Mission,3700210,3259313,2022-2023,Sanitation
Uttar Pradesh,Meerut,Khoda,Jal Jeevan Mission,3631519,1801035,2024-2025,Livelihood
Uttar Pradesh,Noida,Loni Dehat,MGNREGA,2365572,805534,2024-2025,Water Supply
Uttar Pradesh,Meerut,Dhaulana,PMAY-G,3063879,1940495,2023-2024,Sanitation
Uttar Pradesh,Noida,Pilkhuwa,Jal Jeevan Mission,3614815,535500,2023-2024,Water Supply
Uttar Pradesh,Bulandshahr,Muradnagar Village,NRLM,1029542,838103,2024-2025,Livelihood
Uttar Pradesh,Noida,Chhapraula,Jal Jeevan Mission,2541956,551563,2024-2025,Sanitation
Uttar Pradesh,Hapur,Pilkhuwa,MGNREGA,3679848,2625872,2022-2023,Sanitation
Uttar Pradesh,Meerut,Sikandrabad,Jal Jeevan Mission,3275694,3262831,2023-2024,Housing
Uttar Pradesh,Hapur,Muradnagar Village,Jal Jeevan Mission,1216744,335788,2023-2024,Water Supply
Uttar Pradesh,Noida,Pilkhuwa,Jal Jeevan Mission,2630566,1224395,2023-2024,Road Construction
Uttar Pradesh,Meerut,Kavi Nagar,Swachh Bharat,4148838,3549731,2024-2025,Livelihood
Uttar Pradesh,Noida,Dadri,NRLM,2119139,682781,2023-2024,Road Construction
Uttar Pradesh,Meerut,Pilkhuwa,NRLM,1960227,1131956,2022-2023,Livelihood
Uttar Pradesh,Noida,Muradnagar Village,MGNREGA,2076034,1112837,2024-2025,Water Supply
Uttar Pradesh,Bulandshahr,Bhojpur,Swachh Bharat,3649949,2045183,2023-2024,Road Construction
Uttar Pradesh,Ghaziabad,Noorpur,NRLM,785216,262180,2022-2023,Livelihood
Uttar Pradesh,Hapur,Dhaulana,PMAY-G,797887,758846,2023-2024,Housing
Uttar Pradesh,Bulandshahr,Loni Dehat,PMAY-G,4018674,1287684,2024-2025,Livelihood
Uttar Pradesh,Bulandshahr,Chhapraula,PMAY-G,1001277,358513,2023-2024,Water Supply
Uttar Pradesh,Ghaziabad,Loni Dehat,Swachh Bharat,1342162,1322970,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Dhaulana,PMAY-G,852887,382633,2024-2025,Livelihood
Uttar Pradesh,Meerut,Dasna,MGNREGA,1553166,582903,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Chhapraula,Swachh Bharat,1797015,1600478,2022-2023,Sanitation
Uttar Pradesh,Ghaziabad,Sikandrabad,Swachh Bharat,4631033,1672298,2024-2025,Livelihood
Uttar Pradesh,Noida,Modinagar Rural,Swachh Bharat,1204115,923063,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Dhaulana,NRLM,3967810,2690474,2022-2023,Road Construction
Uttar Pradesh,Meerut,Bhojpur,MGNREGA,2563101,1292772,2022-2023,Livelihood
Uttar Pradesh,Bulandshahr,Dasna,Swachh Bharat,3146015,223458,2023-2024,Road Construction
Uttar Pradesh,Noida,Kavi Nagar,Swachh Bharat,2776623,1136983,2022-2023,Water Supply
Uttar Pradesh,Bulandshahr,Chhapraula,NRLM,3893177,2883166,2022-2023,Water Supply
Uttar Pradesh,Ghaziabad,Dasna,MGNREGA,3902652,276635,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Sikandrabad,MGNREGA,1080080,614089,2022-2023,Livelihood
Uttar Pradesh,Bulandshahr,Pilkhuwa,Swachh Bharat,658989,203130,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Pilkhuwa,Swachh Bharat,4906619,4465529,2023-2024,Water Supply
Uttar Pradesh,Bulandshahr,Chhapraula,MGNREGA,4102437,3756984,2024-2025,Road Construction
Uttar Pradesh,Noida,Garhmukteshwar,PMAY-G,907888,483775,2022-2023,Road Construction
Uttar Pradesh,Bulandshahr,Loni Dehat,Swachh Bharat,4333233,1600422,2023-2024,Sanitation
Uttar Pradesh,Noida,Dhaulana,Jal Jeevan Mission,1718231,573461,2022-2023,Sanitation
Uttar Pradesh,Hapur,Behrampur,Swachh Bharat,1019821,966753,2023-2024,Livelihood
Uttar Pradesh,Ghaziabad,Dasna,Jal Jeevan Mission,2051107,1143865,2022-2023,Road Construction
Uttar Pradesh,Ghaziabad,Loni Dehat,MGNREGA,4029509,1514878,2024-2025,Housing
Uttar Pradesh,Hapur,Sikandrabad,Swachh Bharat,991212,403069,2023-2024,Sanitation
Uttar Pradesh,Noida,Noorpur,NRLM,2719291,2302040,2022-2023,Livelihood
Uttar Pradesh,Hapur,Dhaulana,NRLM,4588696,321292,2023-2024,Water Supply
Uttar Pradesh,Bulandshahr,Garhmukteshwar,Swachh Bharat,1065525,957638,2022-2023,Sanitation
Uttar Pradesh,Noida,Loni Dehat,MGNREGA,2141573,891275,2024-2025,Water Supply
Uttar Pradesh,Ghaziabad,Dadri,Swachh Bharat,2849159,2270146,2023-2024,Water Supply
Uttar Pradesh,Ghaziabad,Noorpur,Swachh Bharat,611483,297260,2022-2023,Water Supply
Uttar Pradesh,Ghaziabad,Dhaulana,Jal Jeevan Mission,3437977,1142106,2023-2024,Livelihood
Uttar Pradesh,Hapur,Pilkhuwa,Jal Jeevan Mission,3644834,2213479,2024-2025,Road Construction
Uttar Pradesh,Hapur,Dadri,MGNREGA,4911032,1476755,2024-2025,Housing
Uttar Pradesh,Noida,Kavi Nagar,Jal Jeevan Mission,2936778,442133,2022-2023,Road Construction
Uttar Pradesh,Noida,Modinagar Rural,NRLM,4635517,2730739,2024-2025,Livelihood
Uttar Pradesh,Meerut,Dasna,NRLM,1342777,234523,2023-2024,Road Construction
Uttar Pradesh,Bulandshahr,Muradnagar Village,NRLM,3108975,1096626,2024-2025,Water Supply
Uttar Pradesh,Noida,Behrampur,MGNREGA,1927056,1765725,2023-2024,Sanitation
Uttar Pradesh,Bulandshahr,Chhapraula,Swachh Bharat,4279371,1825966,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Muradnagar Village,NRLM,4558853,1682348,2022-2023,Housing
Uttar Pradesh,Meerut,Dadri,NRLM,566639,396959,2024-2025,Road Construction
Uttar Pradesh,Ghaziabad,Chhapraula,MGNREGA,1824237,1227796,2024-2025,Water Supply
Uttar Pradesh,Noida,Bhojpur,PMAY-G,753910,649047,2023-2024,Sanitation
Uttar Pradesh,Noida,Behrampur,PMAY-G,2638529,1252340,2024-2025,Livelihood
Uttar Pradesh,Meerut,Behrampur,NRLM,3866326,3259499,2022-2023,Housing
Uttar Pradesh,Meerut,Chhapraula,PMAY-G,2531601,1153641,2023-2024,Sanitation
Uttar Pradesh,Noida,Modinagar Rural,NRLM,697086,323397,2023-2024,Sanitation
Uttar Pradesh,Bulandshahr,Pilkhuwa,MGNREGA,3660377,1893816,2022-2023,Sanitation
Uttar Pradesh,Ghaziabad,Behrampur,NRLM,3496675,1608380,2022-2023,Water Supply
Uttar Pradesh,Bulandshahr,Behrampur,PMAY-G,2841694,445934,2023-2024,Road Construction
Uttar Pradesh,Noida,Khoda,Swachh Bharat,2734866,1883409,2024-2025,Road Construction
Uttar Pradesh,Ghaziabad,Behrampur,PMAY-G,4392281,337014,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Behrampur,MGNREGA,3190196,1559559,2022-2023,Sanitation
Uttar Pradesh,Meerut,Dadri,MGNREGA,2180855,1815940,2024-2025,Housing
Uttar Pradesh,Meerut,Loni Dehat,NRLM,738200,264422,2022-2023,Water Supply
Uttar Pradesh,Ghaziabad,Loni Dehat,Jal Jeevan Mission,1064046,307199,2023-2024,Housing
Uttar Pradesh,Ghaziabad,Garhmukteshwar,PMAY-G,4688104,3599644,2023-2024,Road Construction
Uttar Pradesh,Noida,Pilkhuwa,Swachh Bharat,1277049,603759,2023-2024,Sanitation
Uttar Pradesh,Noida,Muradnagar Village,NRLM,4043606,212140,2022-2023,Water Supply
Uttar Pradesh,Bulandshahr,Noorpur,MGNREGA,2874022,246072,2022-2023,Livelihood
Uttar Pradesh,Ghaziabad,Bhojpur,PMAY-G,715227,704423,2024-2025,Sanitation
Uttar Pradesh,Hapur,Bhojpur,Swachh Bharat,2509230,1504083,2024-2025,Sanitation
Uttar Pradesh,Noida,Modinagar Rural,PMAY-G,1844338,1297708,2022-2023,Livelihood
Uttar Pradesh,Noida,Chhapraula,Swachh Bharat,4540338,1691823,2023-2024,Housing
Uttar Pradesh,Ghaziabad,Chhapraula,NRLM,2605475,1432623,2022-2023,Water Supply
Uttar Pradesh,Noida,Khoda,NRLM,1489396,660518,2022-2023,Sanitation
Uttar Pradesh,Hapur,Modinagar Rural,MGNREGA,2754471,1245364,2022-2023,Road Construction
Uttar Pradesh,Meerut,Khoda,MGNREGA,1640352,1175696,2023-2024,Housing
Uttar Pradesh,Ghaziabad,Dasna,NRLM,2934080,691744,2023-2024,Road Construction
Uttar Pradesh,Ghaziabad,Garhmukteshwar,PMAY-G,3383474,1858259,2023-2024,Sanitation
Uttar Pradesh,Meerut,Dasna,Swachh Bharat,2215493,2072190,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Khoda,PMAY-G,1024438,655416,2023-2024,Sanitation
Uttar Pradesh,Hapur,Kavi Nagar,Jal Jeevan Mission,1423017,1337191,2024-2025,Road Construction
Uttar Pradesh,Meerut,Pilkhuwa,Swachh Bharat,2056197,523362,2024-2025,Housing
Uttar Pradesh,Noida,Loni Dehat,PMAY-G,4881670,1825045,2022-2023,Sanitation
Uttar Pradesh,Hapur,Chhapraula,Swachh Bharat,4481665,2591763,2024-2025,Livelihood
Uttar Pradesh,Bulandshahr,Dhaulana,NRLM,2504567,577848,2024-2025,Livelihood
Uttar Pradesh,Noida,Kavi Nagar,PMAY-G,3705939,3396873,2023-2024,Housing
Uttar Pradesh,Noida,Kavi Nagar,Jal Jeevan Mission,1598302,594413,2023-2024,Road Construction
Uttar Pradesh,Ghaziabad,Bhojpur,Swachh Bharat,871211,267757,2022-2023,Water Supply
Uttar Pradesh,Bulandshahr,Pilkhuwa,MGNREGA,2914892,2685703,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Sikandrabad,PMAY-G,1080130,648836,2022-2023,Road Construction
Uttar Pradesh,Hapur,Dadri,Swachh Bharat,995153,827229,2024-2025,Livelihood
Uttar Pradesh,Hapur,Khoda,PMAY-G,1073552,509510,2024-2025,Housing
Uttar Pradesh,Bulandshahr,Modinagar Rural,PMAY-G,2609851,499397,2023-2024,Housing
Uttar Pradesh,Noida,Garhmukteshwar,NRLM,2929313,839566,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Sikandrabad,Swachh Bharat,2237765,2136683,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Muradnagar Village,NRLM,1299435,538820,2023-2024,Sanitation
Uttar Pradesh,Meerut,Loni Dehat,Swachh Bharat,2205652,924256,2023-2024,Housing
Uttar Pradesh,Ghaziabad,Khoda,MGNREGA,1707285,1103445,2024-2025,Water Supply
Uttar Pradesh,Bulandshahr,Chhapraula,PMAY-G,649023,543071,2023-2024,Sanitation
Uttar Pradesh,Meerut,Dasna,PMAY-G,4214774,1485810,2024-2025,Road Construction
